date,feature,IC_5D,IC_10D,IC_20D,Average_IC
2026-07-22,raw_expected_daily_return_exact,-0.08521992020527908,-0.1892580859389137,-0.214508012875782,-0.1629953396733249
2026-07-22,raw_target_return_exact,-0.1693166144749918,-0.2611109400986161,-0.3770025284646876,-0.26914336101276515
2026-07-23,target_confidence,0.06609845686819041,0.1225000968415256,0.23266722596569692,0.14042192655847097
2026-07-23,signal_strength_adjustment_value,0.06602085066300778,0.14023260655329312,0.15888198939798137,0.12171181553809408
2026-07-23,raw_target_price_exact,0.0738268163893002,0.09642187602784505,0.12473916445145244,0.0983292856228659
2026-07-23,time_to_target,-0.038774963666804906,0.010799283270080073,0.027348534049629968,-0.0002090487823649551
2026-07-23,final_expected_return_after_adjustments,0.0038899555115775794,0.0034198148107284,-0.050993882945967885,-0.014561370874553968
2026-07-23,expected_daily_return,-0.0009084682744254858,-0.006017719517838069,-0.07201998617275544,-0.026315391321673
2026-07-23,quality_score,-0.01927311610899041,-0.05647137970541963,-0.03416957249025506,-0.0366380227682217
2026-07-23,expected_total_return,-0.010479159552501312,-0.03930219404838466,-0.10383500621788025,-0.05120545327292208
2026-07-23,signal_strength,-0.0852709598692618,-0.1317558699890372,-0.10035595663545,-0.105794262164583
2026-07-23,raw_expected_daily_return_exact,-0.08404935760625953,-0.19000206232737016,-0.23287505632407776,-0.16897549208590248
2026-07-23,raw_target_return_exact,-0.1683266493250689,-0.26466402310717557,-0.37708470457196136,-0.27002512566806863
2026-07-23,target_confidence,0.06609845686819041,0.12181165454422972,0.23310798776488273,0.1403393663924343
2026-07-23,signal_strength_adjustment_value,0.06602085066300778,0.1411860358125537,0.1588346653265925,0.122013850600718
2026-07-23,raw_target_price_exact,0.0738268163893002,0.0968639296458158,0.12553696843306753,0.09874257148939451
2026-07-23,time_to_target,-0.038774963666804906,0.011322918447002847,0.027213868329346226,-7.939229681861125e-05
2026-07-23,final_expected_return_after_adjustments,0.0038899555115775794,0.003325406691517335,-0.05007673958914759,-0.014287125795350892
2026-07-23,expected_daily_return,-0.0009084682744254858,-0.006089572674795602,-0.07151036650239831,-0.0261694691505398
2026-07-23,quality_score,-0.01927311610899041,-0.05583105132373774,-0.033185795270201345,-0.03609665423430983
2026-07-23,expected_total_return,-0.010479159552501312,-0.03961579747592961,-0.1035698185982394,-0.05122159187555677
2026-07-23,signal_strength,-0.0852709598692618,-0.13259509641392103,-0.1001692710157903,-0.10601177576632438
2026-07-23,raw_expected_daily_return_exact,-0.08404935760625953,-0.1907983449180674,-0.23270951888187402,-0.16918574046873366
2026-07-23,raw_target_return_exact,-0.1683266493250689,-0.26538930809530664,-0.3772698819511993,-0.2703286131238583
2026-07-24,target_confidence,0.07519539522980528,0.09693993422967413,0.24575948733038266,0.13929827226328736
2026-07-24,signal_strength_adjustment_value,0.06358108299944348,0.1368229151606283,0.17188970624688574,0.12409790146898585
2026-07-24,raw_target_price_exact,0.07865205658240873,0.09872358049892692,0.12813373635991457,0.10183645781375006
2026-07-24,time_to_target,-0.04073125080985533,-0.0025757838129837896,0.046060313098233316,0.0009177594917980647
2026-07-24,final_expected_return_after_adjustments,0.004692634060691142,-0.0030478491973041735,-0.07427884923165046,-0.02421135478942116
2026-07-24,expected_daily_return,0.0008693317988121979,-0.005868429650397788,-0.08060263521696884,-0.028533911022851476
2026-07-24,quality_score,-0.01057550260359236,-0.05004130786576285,-0.03315658606449938,-0.0312577988446182
2026-07-24,expected_total_return,-0.01026752115039105,-0.03510777361502622,-0.11401789627676719,-0.053131063680728154
2026-07-24,signal_strength,-0.08364237306031876,-0.13934330412818616,-0.10344634525113848,-0.10881067414654781
2026-07-24,raw_expected_daily_return_exact,-0.08117133482436933,-0.17951088002793653,-0.25001910571331143,-0.1702337735218724
2026-07-24,raw_target_return_exact,-0.16563750223614215,-0.2682476173986758,-0.3763889500099451,-0.27009135654825434
2026-07-28,target_confidence,0.0762215235548383,0.10853792218491937,0.25409121923147954,0.1462835549904124
2026-07-28,signal_strength_adjustment_value,0.0603538924625014,0.13219724836527616,0.17869935545941773,0.1237501654290651
2026-07-28,raw_target_price_exact,0.08033978039303515,0.09959441804420749,0.13630266449938513,0.1054122876455426
2026-07-28,time_to_target,-0.04517293652654954,-0.01377344393393363,0.05475713387615412,-0.0013964155281096814
2026-07-28,final_expected_return_after_adjustments,0.005797211712112111,-0.0012803831623613773,-0.06383657353448426,-0.019773248328244508
2026-07-28,expected_daily_return,0.0020190966824065702,-0.0008477789477155011,-0.07367956169527863,-0.02416941465352919
2026-07-28,quality_score,-0.006100172329607727,-0.04913124181406495,-0.03814309423318402,-0.031124836125618904
2026-07-28,expected_total_return,-0.006917970436502464,-0.027254800126707165,-0.11063005874870388,-0.04826760977063784
2026-07-28,signal_strength,-0.08054397892528194,-0.13762265312911146,-0.10683181570465308,-0.10833281591968218
2026-07-28,raw_expected_daily_return_exact,-0.07607861576113936,-0.16873320712756976,-0.2602551657613623,-0.16835566288335713
2026-07-28,raw_target_return_exact,-0.16509191051123162,-0.2674581647841059,-0.3719336105294143,-0.2681612286082506
2026-08-06,target_confidence,0.04553868269940903,0.09478978326341282,0.21617209086454714,0.11883351894245632
2026-08-06,raw_target_price_exact,0.07607978345431982,0.09541262272034635,0.14917608598758744,0.10688949738741786
2026-08-06,signal_strength_adjustment_value,0.027750876107474606,0.09906116010251402,0.13914759045327713,0.08865320888775526
2026-08-06,final_expected_return_after_adjustments,-0.0005844313187201381,-0.005509335131222718,-0.030147293759494435,-0.012080353403145764
2026-08-06,expected_daily_return,-0.0026284282218180825,0.0017910186957583202,-0.048567368529610105,-0.016468259351889957
2026-08-06,expected_total_return,-0.004270132004494524,-0.005750723817234558,-0.06219746143418333,-0.024072772418637468
2026-08-06,quality_score,-0.012139617977526076,-0.03919134952083117,-0.03586248279728604,-0.0290644834318811
2026-08-06,time_to_target,-0.07575350363952105,-0.04300416238968848,-0.015590245057969025,-0.04478263702905952
2026-08-06,signal_strength,-0.039909194953605044,-0.1201804159602628,-0.10336311574474491,-0.08781757555287091
2026-08-06,raw_expected_daily_return_exact,-0.05930278128866125,-0.1307535379045061,-0.21332568333585647,-0.1344606675096746
2026-08-06,raw_target_return_exact,-0.18520774973513063,-0.2553500333888451,-0.3632639690368274,-0.26794058405360105
2026-08-06,target_confidence,0.04553868269940903,0.09593028683554806,0.21563829304441215,0.11903575419312307
2026-08-06,raw_target_price_exact,0.07607978345431982,0.0958656181385886,0.14809567012907487,0.10668035724066109
2026-08-06,signal_strength_adjustment_value,0.027750876107474606,0.09903154981353063,0.1393408453275983,0.08870775708286786
2026-08-06,final_expected_return_after_adjustments,-0.0005844313187201381,-0.004746604878779412,-0.02974214146489462,-0.011691059220798057
2026-08-06,expected_daily_return,-0.0026284282218180825,0.002047159280685563,-0.048105135118714386,-0.016228801353282304
2026-08-06,expected_total_return,-0.004270132004494524,-0.005377413687255086,-0.061603990545629234,-0.02375051207912628
2026-08-06,quality_score,-0.012139617977526076,-0.037266020406135844,-0.03484871840383151,-0.028084785595831146
2026-08-06,time_to_target,-0.07575350363952105,-0.04283338050573194,-0.015880162997243888,-0.044822349047498954
2026-08-06,signal_strength,-0.039909194953605044,-0.12019421169526566,-0.10328280244317681,-0.0877954030306825
2026-08-06,raw_expected_daily_return_exact,-0.05930278128866125,-0.1316759370922338,-0.21330746380030433,-0.13476206072706645
2026-08-06,raw_target_return_exact,-0.18520774973513063,-0.2559270142113791,-0.3637971169052383,-0.26831062695058266
2026-08-13,raw_target_price_exact,0.07650206383101142,0.07949959599775404,0.12019427029833755,0.09206531004236768
2026-08-13,signal_strength_adjustment_value,0.03071984178422801,0.10251522040833988,0.11839978479303236,0.08387828232853341
2026-08-13,target_confidence,0.03682562495760425,0.015959161726241424,0.15937255479299858,0.07071911382561476
2026-08-13,final_expected_return_after_adjustments,-0.003024872410523877,-0.002281205138600249,-0.021285516759692223,-0.00886386476960545
2026-08-13,expected_daily_return,-0.002510623485774343,0.013647322812857554,-0.046402212630198315,-0.011755171101038367
2026-08-13,expected_total_return,-0.005821401503407804,-0.0005036110105646497,-0.05470255411057812,-0.020342522208183524
2026-08-13,quality_score,-0.012637666219313545,-0.0375700020371531,-0.03308135745493384,-0.02776300857046683
2026-08-13,time_to_target,-0.06617167361226126,-0.023014201148329354,-0.012527075414232052,-0.03390431672494089
2026-08-13,signal_strength,-0.04036363175572361,-0.09619866676598073,-0.06272178193769759,-0.06642802681980065
2026-08-13,raw_expected_daily_return_exact,-0.05817390076277535,-0.13241766466533744,-0.1771567151009052,-0.12258276017633933
2026-08-13,raw_target_return_exact,-0.17096646646109392,-0.22832732092227936,-0.3024576447665218,-0.23391714404996503
2026-08-13,raw_target_price_exact,0.07704973837373151,0.07849038486816325,0.12104570429891093,0.09219527584693522
2026-08-13,signal_strength_adjustment_value,0.03113107317051468,0.10399138797823394,0.11656682828000434,0.08389642980958432
2026-08-13,target_confidence,0.0394052846829381,0.01622160326423928,0.16082470289287112,0.07215053028001617
2026-08-13,final_expected_return_after_adjustments,-0.0024993024931546713,-0.0012370709923221594,-0.020296486239425874,-0.008010953241634235
2026-08-13,expected_daily_return,-0.0017563877156166925,0.015154280219330168,-0.045627021925850844,-0.010743043140712456
2026-08-13,expected_total_return,-0.0060438146005325575,0.0008090226541330487,-0.05306548402523312,-0.019433425323877544
2026-08-13,quality_score,-0.012496898759548335,-0.037924811044698574,-0.03308488822268989,-0.0278355326756456
2026-08-13,time_to_target,-0.0660362450891901,-0.02278945778655915,-0.014793474119343971,-0.03453972566503107
2026-08-13,signal_strength,-0.04186698121919635,-0.09758039954422469,-0.06133562286262854,-0.06692766787534986
2026-08-13,raw_expected_daily_return_exact,-0.058846707876957956,-0.133065904164282,-0.1759148223103985,-0.12260914478387948
2026-08-13,raw_target_return_exact,-0.17146165242558709,-0.229505019070557,-0.30357169423332026,-0.23484612190982146
2026-08-13,raw_target_price_exact,0.08266183314521171,0.08511457977143694,0.1276517777759799,0.09847606356420952
2026-08-13,signal_strength_adjustment_value,0.02969763562099058,0.10027185512978821,0.11377362476268346,0.08124770517115408
2026-08-13,target_confidence,0.03458530611849367,0.013989292002319879,0.15650060999483184,0.06835840270521513
2026-08-13,final_expected_return_after_adjustments,-5.598421007986875e-05,-0.000554412760680389,-0.01762527062545015,-0.006078555865403468
2026-08-13,expected_daily_return,0.0007672587755472876,0.016072622246514266,-0.04165211595204586,-0.008270744976661438
2026-08-13,expected_total_return,-0.004174119931063013,0.0011629331597470206,-0.04961523793827658,-0.01754214156986419
2026-08-13,quality_score,-0.008996247185890685,-0.03321349690337301,-0.028612845975236566,-0.023607530021500085
2026-08-13,time_to_target,-0.0666617920646428,-0.025549592505642284,-0.017414976395908444,-0.03654212032206451
2026-08-13,signal_strength,-0.0396528424995346,-0.09357617246016527,-0.057909796547187295,-0.06371293716896238
2026-08-13,raw_expected_daily_return_exact,-0.05670414587757816,-0.1298804423323332,-0.17314875386115605,-0.11991111402368915
2026-08-13,raw_target_return_exact,-0.16908896301827875,-0.22775401509219356,-0.3030621535676489,-0.23330171055937374
2026-08-13,raw_target_price_exact,0.07905122407393067,0.07972400529232311,0.121661717433743,0.09347898226666558
2026-08-13,signal_strength_adjustment_value,0.03114723928363383,0.10357456165349485,0.11682438089617353,0.08384872727776742
2026-08-13,target_confidence,0.039145741240790254,0.01636192382895074,0.1606082981259408,0.0720386543985606
2026-08-13,final_expected_return_after_adjustments,-0.0020753189016935116,-0.0032982079704977785,-0.022086874504393995,-0.009153467125528428
2026-08-13,expected_daily_return,-0.00129524444991901,0.013055815785150958,-0.04696924012988259,-0.011736222931550215
2026-08-13,expected_total_return,-0.0059485992757662125,-0.000774954427901278,-0.05408946338764608,-0.020271005697104525
2026-08-13,quality_score,-0.012526192940569822,-0.037238324002922145,-0.032510021563742164,-0.027424846169078042
2026-08-13,time_to_target,-0.06568500295188189,-0.023566473690563423,-0.01489194458634429,-0.03471447374292987
2026-08-13,signal_strength,-0.0415743398775653,-0.0972775239575339,-0.06142117420781574,-0.06675767934763831
2026-08-13,raw_expected_daily_return_exact,-0.05864612691997641,-0.13284079117396805,-0.17547382955457747,-0.12232024921617397
2026-08-13,raw_target_return_exact,-0.1717640322316219,-0.229773548683469,-0.30351505113579214,-0.23501754401696098
